,nome_jogador,nota_geral,nota_potencial,valor_eur,salario_eur,idade,altura_cm,peso_kg,pe_fraco,habilidade,rescisao_eur,ritmo,chute,passe,drible,defesa,fisico,mentalidade_visao,mentalidade_compostura,mentalidade_posicionamento,poder_salto,poder_stamina,poder_forca,posicao
16448,L. Bonelli,59,74,450000.0,500.0,18,191,76,3,1,1200000.0,,,,,,,47,29,11,60,28,52,Goleiro
16449,F. Galván,59,68,500000.0,2000.0,21,190,83,2,2,850000.0,56.0,57.0,46.0,58.0,26.0,62.0,45,47,60,49,55,74,Atacante
16451,M. Kaba,59,68,475000.0,650.0,19,180,71,3,2,926000.0,55.0,42.0,55.0,58.0,51.0,61.0,57,46,47,40,66,62,Meio campo
16454,M. Grudziński,59,67,475000.0,550.0,21,187,85,2,2,736000.0,75.0,30.0,39.0,54.0,57.0,73.0,45,57,39,71,74,79,Zagueiro
16456,Josema,59,72,550000.0,1000.0,21,182,73,4,2,1200000.0,62.0,60.0,44.0,58.0,24.0,50.0,47,49,61,49,55,56,Atacante
16457,L. Delpech,59,69,475000.0,500.0,18,178,68,2,2,950000.0,62.0,51.0,55.0,60.0,50.0,51.0,57,49,54,59,67,39,Meio campo
16458,J. Sonnenberg,59,60,210000.0,500.0,28,191,83,2,2,320000.0,52.0,30.0,42.0,45.0,58.0,67.0,39,53,33,50,64,73,Zagueiro
16459,M. Neuberger,59,68,475000.0,2000.0,21,188,81,2,2,831000.0,66.0,31.0,48.0,48.0,59.0,62.0,38,39,47,58,60,67,Zagueiro
16460,T. Oberdorf,59,64,300000.0,3000.0,24,186,81,3,2,503000.0,60.0,44.0,54.0,48.0,57.0,67.0,49,52,40,72,68,69,Zagueiro
16462,S. González,59,68,500000.0,2000.0,21,173,63,3,2,950000.0,72.0,42.0,59.0,58.0,57.0,58.0,57,57,42,60,79,47,Meio campo
16463,A. Mitchell,59,71,500000.0,1000.0,19,189,74,3,2,,55.0,29.0,39.0,35.0,57.0,69.0,30,50,24,68,49,83,Zagueiro
16464,M. Wasinski,59,76,525000.0,500.0,17,185,70,3,2,1100000.0,67.0,26.0,42.0,53.0,59.0,60.0,32,60,16,61,60,62,Zagueiro
16465,Y. Martínez,59,69,475000.0,550.0,21,173,66,2,2,736000.0,75.0,30.0,46.0,55.0,51.0,62.0,37,39,43,49,80,60,Zagueiro
16466,A. Garza,59,71,550000.0,6000.0,20,181,68,3,2,990000.0,58.0,60.0,40.0,56.0,28.0,59.0,50,49,53,66,57,60,Atacante
16467,E. Karataş,59,69,425000.0,750.0,19,192,78,2,1,914000.0,,,,,,,33,25,4,31,17,59,Goleiro
16468,K. Campos,59,74,525000.0,2000.0,18,172,64,2,2,1200000.0,67.0,49.0,61.0,65.0,44.0,43.0,57,62,51,55,45,39,Meio campo
16472,R. Bourlès,59,74,525000.0,1000.0,18,186,74,3,2,1400000.0,62.0,50.0,63.0,62.0,44.0,49.0,60,58,53,52,44,55,Meio campo
16474,Javi Martínez,59,69,450000.0,500.0,18,182,75,3,2,788000.0,56.0,31.0,38.0,38.0,60.0,63.0,38,43,27,71,58,66,Zagueiro
16475,O. Offiah,59,79,575000.0,2000.0,18,180,81,2,2,1700000.0,64.0,33.0,39.0,56.0,61.0,61.0,36,40,49,57,56,65,Zagueiro
16476,D. Mondonico,59,64,300000.0,2000.0,24,193,85,2,2,548000.0,61.0,29.0,36.0,37.0,60.0,65.0,45,52,30,65,55,76,Zagueiro
16478,D. Nunumete,59,74,525000.0,900.0,19,175,65,3,2,1100000.0,65.0,50.0,64.0,64.0,52.0,48.0,58,66,46,54,40,47,Meio campo
16479,Aritz de Miguel,59,71,475000.0,900.0,22,181,70,3,1,831000.0,,,,,,,24,25,9,62,28,48,Goleiro
16480,Óscar González,59,71,550000.0,1000.0,21,180,75,3,3,963000.0,54.0,63.0,43.0,57.0,21.0,49.0,50,53,56,60,53,52,Atacante
16481,Femi Seriki,59,73,500000.0,2000.0,19,183,78,2,3,,81.0,28.0,46.0,56.0,52.0,62.0,39,39,47,64,62,62,Zagueiro
16483,N. König,59,75,550000.0,1000.0,18,188,86,3,2,1300000.0,55.0,31.0,38.0,42.0,59.0,65.0,30,39,22,62,59,77,Zagueiro
16485,G. Overman,59,68,475000.0,1000.0,20,181,78,2,2,784000.0,76.0,32.0,41.0,50.0,56.0,60.0,41,46,41,61,62,61,Zagueiro
16486,T. Rupil,59,75,575000.0,1000.0,18,171,65,3,2,1400000.0,59.0,51.0,59.0,66.0,46.0,45.0,65,61,56,50,54,42,Meio campo
16488,Y. Karagöz,59,68,450000.0,1000.0,21,195,85,2,1,990000.0,,,,,,,39,35,4,32,18,69,Goleiro
16490,D. Camara,59,75,575000.0,3000.0,19,179,70,3,2,1400000.0,66.0,44.0,56.0,59.0,51.0,58.0,57,51,49,65,61,55,Meio campo
16491,S. Buer,59,70,500000.0,1000.0,22,182,75,3,2,900000.0,66.0,50.0,60.0,56.0,49.0,58.0,52,51,60,57,62,54,Meio campo
16493,J. Malcolm,59,77,575000.0,3000.0,18,180,77,3,3,,84.0,58.0,36.0,56.0,22.0,64.0,42,40,55,70,55,69,Atacante
16499,D. Bustos,59,69,450000.0,500.0,19,189,82,2,2,698000.0,62.0,35.0,49.0,46.0,58.0,64.0,33,45,23,70,65,68,Zagueiro
16501,K. Mantilla,59,72,500000.0,500.0,18,185,82,3,2,988000.0,60.0,35.0,47.0,45.0,60.0,61.0,40,55,30,70,60,62,Zagueiro
16502,D. Durán,59,69,475000.0,500.0,19,182,80,3,3,736000.0,66.0,48.0,48.0,54.0,57.0,57.0,40,45,48,60,53,60,Zagueiro
16503,J. Ponguillo,59,75,550000.0,500.0,18,179,75,3,2,1500000.0,69.0,37.0,53.0,57.0,54.0,64.0,44,42,48,70,65,58,Zagueiro
16507,Liu Zhenli,58,58,25000.0,1000.0,36,194,97,2,1,39000.0,,,,,,,42,62,14,58,44,47,Goleiro
16508,Tan Wangsong,58,58,60000.0,2000.0,35,180,70,3,2,93000.0,33.0,54.0,56.0,56.0,61.0,72.0,55,57,56,62,71,73,Zagueiro
16509,Yang Yu,58,58,45000.0,2000.0,36,186,75,3,2,70000.0,49.0,58.0,50.0,57.0,53.0,64.0,42,57,61,33,70,62,Zagueiro
16510,R. Sugiyama,58,58,35000.0,650.0,34,184,76,3,1,44000.0,,,,,,,39,39,11,39,36,39,Goleiro
16511,Kim Keun Bae,58,58,35000.0,750.0,34,187,80,3,1,44000.0,,,,,,,32,43,12,53,45,60,Goleiro
16512,S. Roy,58,58,35000.0,500.0,34,183,80,1,1,47000.0,,,,,,,34,28,13,58,32,54,Goleiro
16513,J. Dunleavy,58,58,180000.0,500.0,29,183,71,4,2,279000.0,50.0,37.0,52.0,52.0,58.0,63.0,50,55,52,70,62,64,Zagueiro
16514,S. McEleney,58,58,170000.0,500.0,30,190,98,3,2,264000.0,32.0,33.0,46.0,46.0,55.0,73.0,48,60,41,47,63,82,Zagueiro
16515,M. McGinley,58,58,110000.0,500.0,31,185,86,3,1,171000.0,,,,,,,22,47,13,61,31,61,Goleiro
16516,D. Cawley,58,58,200000.0,550.0,29,178,76,3,2,310000.0,51.0,54.0,57.0,59.0,56.0,66.0,58,57,53,68,75,65,Meio campo
16517,S. Schmik,58,58,150000.0,500.0,31,179,77,3,2,218000.0,66.0,42.0,54.0,60.0,53.0,59.0,43,48,30,65,50,65,Zagueiro
16518,C. Wiktorsson,58,58,130000.0,650.0,32,182,88,2,2,163000.0,46.0,43.0,42.0,34.0,57.0,74.0,36,44,28,69,65,82,Zagueiro
16519,C. Dibble,58,60,190000.0,500.0,27,193,88,2,1,423000.0,,,,,,,15,35,12,66,42,81,Goleiro
16520,D. O'Reilly,58,59,210000.0,500.0,26,179,69,3,2,341000.0,50.0,43.0,50.0,50.0,55.0,70.0,43,51,43,76,66,75,Zagueiro
16521,V. Janjetović,58,58,70000.0,1000.0,33,187,84,2,1,88000.0,,,,,,,32,46,13,68,34,59,Goleiro
16522,B. Wyatt,58,62,275000.0,2000.0,25,173,64,3,2,502000.0,75.0,37.0,48.0,55.0,53.0,61.0,43,50,51,60,69,60,Zagueiro
16523,S. Bastien,58,61,210000.0,1000.0,26,196,91,2,1,383000.0,,,,,,,16,29,13,62,26,74,Goleiro
16524,D. Primel,58,60,170000.0,600.0,29,191,86,1,1,242000.0,,,,,,,13,26,14,58,44,56,Goleiro
16525,Li Tixiang,58,58,170000.0,3000.0,31,183,71,3,2,264000.0,66.0,52.0,53.0,57.0,58.0,69.0,49,58,58,69,69,71,Meio campo
16526,J. Stobbs,58,63,275000.0,2000.0,24,180,85,3,3,502000.0,74.0,52.0,54.0,59.0,48.0,60.0,47,50,59,61,62,62,Lateral
16529,Sun Shilin,58,58,160000.0,3000.0,32,178,72,3,2,248000.0,69.0,53.0,55.0,58.0,60.0,68.0,57,53,57,53,73,66,Meio campo
16531,Li Yuanyi,58,58,220000.0,2000.0,27,183,78,4,2,341000.0,71.0,59.0,56.0,57.0,53.0,63.0,58,53,59,59,80,61,Meio campo
16532,N. Das,58,59,210000.0,500.0,27,176,70,2,2,299000.0,72.0,26.0,42.0,52.0,57.0,65.0,49,57,46,61,72,66,Zagueiro
16533,Zhang Li,58,58,170000.0,2000.0,31,172,71,3,2,264000.0,59.0,48.0,57.0,59.0,61.0,62.0,64,54,52,88,64,56,Meio campo
16534,D. Grimshaw,58,68,400000.0,1000.0,23,185,77,2,1,820000.0,,,,,,,16,37,15,59,42,42,Goleiro
16535,A. Al Ruhaili,58,63,230000.0,2000.0,26,189,88,3,1,397000.0,,,,,,,31,45,10,54,33,73,Goleiro
16537,A. Pearce,58,63,250000.0,500.0,24,198,90,2,1,331000.0,,,,,,,18,49,14,42,38,66,Goleiro
16539,N. Gartside,58,68,400000.0,500.0,23,182,69,2,1,700000.0,,,,,,,22,31,18,62,36,52,Goleiro
16540,Li Chao,58,58,100000.0,2000.0,33,178,75,3,2,155000.0,62.0,32.0,43.0,44.0,58.0,59.0,30,56,28,67,58,60,Zagueiro
16544,Lee Gyu Seong,58,59,230000.0,1000.0,27,174,68,3,3,305000.0,75.0,41.0,57.0,62.0,46.0,63.0,60,65,48,51,70,61,Meio campo
16547,I. Lidberg,58,67,450000.0,2000.0,22,186,82,3,2,743000.0,72.0,55.0,46.0,52.0,36.0,72.0,54,44,58,70,69,75,Atacante
16548,L. Jones,58,69,400000.0,1000.0,22,185,74,3,1,780000.0,,,,,,,26,30,16,53,26,57,Goleiro
16549,L. Edwards,58,63,275000.0,2000.0,24,190,80,3,2,502000.0,55.0,31.0,38.0,44.0,57.0,63.0,33,49,25,68,40,78,Zagueiro
16550,J. García,58,65,375000.0,2000.0,25,184,78,2,2,713000.0,52.0,29.0,43.0,38.0,59.0,58.0,29,61,27,71,54,61,Zagueiro
16551,A. Karo,58,65,375000.0,500.0,24,190,83,3,2,900000.0,53.0,27.0,37.0,45.0,57.0,66.0,35,40,26,68,67,69,Zagueiro
16552,Zeng Chao,58,58,180000.0,2000.0,28,168,63,3,2,279000.0,66.0,46.0,53.0,57.0,52.0,56.0,52,56,46,63,66,56,Zagueiro
16555,I. Christie-Davies,58,65,400000.0,6000.0,23,187,72,3,3,820000.0,65.0,53.0,58.0,59.0,43.0,58.0,58,57,53,56,59,63,Meio campo
16556,Jeong Chi In,58,65,400000.0,1000.0,23,182,71,3,2,580000.0,64.0,57.0,44.0,58.0,26.0,59.0,52,52,63,64,58,59,Atacante
16557,A. O'Driscoll,58,68,425000.0,3000.0,22,187,65,3,2,,61.0,33.0,47.0,53.0,57.0,64.0,44,54,31,63,60,67,Zagueiro
16558,R. Harker,58,69,450000.0,5000.0,21,181,80,3,2,945000.0,66.0,58.0,41.0,57.0,27.0,53.0,43,51,55,66,50,58,Atacante
16560,Park Byung Hyun,58,60,210000.0,1000.0,28,184,83,2,2,278000.0,67.0,28.0,47.0,42.0,57.0,67.0,35,48,57,62,52,75,Zagueiro
16561,N. Walstad,58,65,400000.0,650.0,24,180,80,2,2,580000.0,59.0,27.0,46.0,49.0,56.0,65.0,35,40,36,66,65,71,Zagueiro
16563,V. Karakuş,58,64,250000.0,2000.0,23,185,84,2,1,550000.0,,,,,,,34,45,6,54,27,69,Goleiro
16564,I. Pandita,58,65,400000.0,500.0,23,182,78,3,2,620000.0,71.0,57.0,48.0,55.0,23.0,62.0,52,47,60,73,67,70,Atacante
16565,S. Pasquali,58,70,500000.0,500.0,21,176,70,4,3,725000.0,59.0,49.0,59.0,63.0,54.0,56.0,67,60,54,49,58,57,Meio campo
16566,R. Ogle,58,69,425000.0,2000.0,22,183,77,3,2,829000.0,70.0,29.0,49.0,53.0,52.0,65.0,47,51,46,68,72,64,Lateral
16568,M. Al Zubaidi,58,65,400000.0,5000.0,23,171,64,3,2,760000.0,78.0,29.0,49.0,57.0,50.0,60.0,45,43,49,75,61,65,Zagueiro
16570,D. Redmond,58,63,300000.0,500.0,24,188,75,3,2,668000.0,57.0,56.0,60.0,59.0,51.0,57.0,59,61,57,52,53,65,Meio campo
16571,F. Delgado,58,69,425000.0,500.0,22,174,63,3,2,659000.0,67.0,27.0,41.0,51.0,55.0,58.0,33,39,40,61,60,59,Zagueiro
16574,S. Awaka,58,62,220000.0,850.0,26,188,77,2,1,292000.0,,,,,,,35,34,5,46,36,67,Goleiro
16575,F. Al Birekan,58,72,500000.0,4000.0,21,181,74,3,2,1100000.0,70.0,57.0,40.0,55.0,22.0,56.0,43,45,54,71,44,68,Atacante
16576,Lee Jun,58,66,400000.0,850.0,23,188,77,2,1,580000.0,,,,,,,55,34,18,50,15,61,Goleiro
16577,K. Al Dubaysh,58,68,425000.0,4000.0,22,178,70,3,2,808000.0,69.0,30.0,48.0,51.0,57.0,59.0,46,40,46,74,40,66,Zagueiro
16581,M. Sprang,58,67,375000.0,500.0,20,192,79,3,1,619000.0,,,,,,,59,18,11,32,32,38,Goleiro
16582,M. Kryeziu,58,63,275000.0,2000.0,24,196,96,2,2,419000.0,35.0,27.0,37.0,36.0,56.0,77.0,39,52,16,65,66,89,Zagueiro
16583,Li Hailong,58,61,250000.0,2000.0,24,180,75,3,2,406000.0,66.0,31.0,47.0,56.0,55.0,60.0,42,54,42,59,67,58,Zagueiro
16584,A. Babacan,58,67,450000.0,6000.0,21,174,70,3,2,990000.0,64.0,51.0,64.0,65.0,43.0,43.0,63,60,44,51,34,47,Meio campo
16586,K. Poprawa,58,66,425000.0,1000.0,23,185,79,2,2,659000.0,80.0,25.0,34.0,38.0,59.0,65.0,33,56,32,75,52,77,Zagueiro
16587,B. Folami,58,69,450000.0,2000.0,22,180,80,4,2,653000.0,77.0,55.0,47.0,63.0,21.0,51.0,44,57,54,59,47,60,Atacante
16589,J. Greenidge,58,68,450000.0,2000.0,21,193,78,3,2,878000.0,57.0,57.0,44.0,53.0,31.0,65.0,51,49,57,71,60,71,Atacante
16590,J. Grodowski,58,66,450000.0,500.0,23,185,80,3,2,743000.0,65.0,59.0,43.0,54.0,23.0,57.0,45,46,58,69,53,66,Atacante
16592,M. Sanders,58,65,400000.0,2000.0,22,176,80,3,3,780000.0,60.0,52.0,58.0,60.0,54.0,56.0,51,45,47,55,59,56,Meio campo
16593,N. Tsaroulla,58,69,425000.0,2000.0,22,173,70,3,2,829000.0,72.0,40.0,45.0,58.0,54.0,53.0,45,45,50,60,64,45,Zagueiro
16595,Yang Shuai,58,67,425000.0,1000.0,24,187,88,2,2,744000.0,62.0,32.0,39.0,40.0,57.0,68.0,35,42,30,68,69,71,Zagueiro
16596,P. Kirk,58,64,300000.0,500.0,23,175,66,2,2,525000.0,61.0,41.0,47.0,54.0,54.0,63.0,36,49,50,76,71,56,Zagueiro
16597,A. Al Bishi,58,69,425000.0,3000.0,22,195,75,3,2,786000.0,54.0,38.0,41.0,35.0,60.0,60.0,33,45,27,70,40,70,Zagueiro
16598,S. Ben Amar,58,67,450000.0,700.0,23,185,76,3,3,788000.0,61.0,56.0,44.0,55.0,27.0,55.0,43,48,58,49,54,63,Atacante
16602,C. McVey,58,64,300000.0,800.0,24,184,75,3,2,435000.0,64.0,33.0,54.0,55.0,52.0,64.0,48,44,51,70,66,66,Zagueiro
16603,H. Saruta,58,65,350000.0,1000.0,22,190,79,2,1,,,,,,,,36,29,5,35,17,65,Goleiro
16604,A. Søndergaard,58,75,475000.0,1000.0,20,188,75,3,1,891000.0,,,,,,,33,39,4,62,24,64,Goleiro
16605,A. Grinwis,58,58,140000.0,1000.0,29,188,77,3,1,210000.0,,,,,,,40,32,5,49,23,59,Goleiro
16606,E. Dick,58,62,220000.0,1000.0,26,196,93,2,1,347000.0,,,,,,,52,30,5,53,25,75,Goleiro
16607,A. Arigoni,58,66,425000.0,2000.0,22,183,78,2,2,701000.0,68.0,32.0,48.0,54.0,56.0,69.0,39,41,48,67,71,72,Zagueiro
16608,M. Taylor,58,69,425000.0,1000.0,21,195,81,2,2,829000.0,65.0,28.0,43.0,45.0,56.0,65.0,38,53,24,67,48,72,Zagueiro
16609,T. Nagaishi,58,62,220000.0,1000.0,25,191,86,3,1,,,,,,,,35,33,6,43,18,70,Goleiro
16610,L. Gordon,58,68,425000.0,5000.0,20,170,64,2,2,935000.0,78.0,41.0,48.0,56.0,51.0,52.0,45,45,48,62,66,41,Zagueiro
16611,O. Younger,58,69,425000.0,1000.0,21,183,70,2,2,829000.0,51.0,33.0,36.0,37.0,58.0,60.0,35,42,29,73,34,73,Zagueiro
16612,J. Clarke,58,68,425000.0,2000.0,21,183,70,2,2,829000.0,72.0,36.0,48.0,53.0,53.0,64.0,46,54,42,70,64,63,Zagueiro
16614,M. Dembélé,58,69,425000.0,2000.0,22,186,78,3,2,,43.0,33.0,41.0,51.0,57.0,67.0,39,41,29,72,57,74,Zagueiro
16615,T. Herbots,58,68,375000.0,1000.0,20,185,70,3,1,619000.0,,,,,,,35,23,4,52,24,35,Goleiro
16616,T. O'Neill,58,70,500000.0,2000.0,21,186,75,3,2,975000.0,63.0,59.0,44.0,54.0,20.0,65.0,44,54,57,66,52,72,Atacante
16617,M. Sangare,58,69,450000.0,5000.0,22,191,83,3,2,945000.0,64.0,49.0,54.0,59.0,56.0,71.0,58,54,57,55,66,74,Meio campo
16618,J. Gauci,58,67,375000.0,500.0,20,194,81,3,1,544000.0,,,,,,,27,36,8,37,23,59,Goleiro
16619,M. Żukowski,58,74,500000.0,750.0,19,185,82,3,3,988000.0,75.0,53.0,52.0,57.0,52.0,62.0,46,48,54,65,51,74,Zagueiro
16620,L. Schaffran,58,68,400000.0,2000.0,22,186,82,3,1,800000.0,,,,,,,29,36,10,46,20,62,Goleiro
16624,T. Johnson,58,70,475000.0,1000.0,20,180,70,3,2,926000.0,78.0,24.0,43.0,53.0,51.0,55.0,35,43,48,75,66,50,Zagueiro
16625,Choi Young Eun,58,63,240000.0,1000.0,25,189,78,2,1,318000.0,,,,,,,27,32,6,41,24,63,Goleiro
16626,M. Al Haeti,58,63,240000.0,3000.0,25,186,87,3,1,414000.0,,,,,,,35,27,8,57,29,64,Goleiro
16627,M. Sopoćko,58,68,450000.0,700.0,22,175,66,2,2,698000.0,70.0,50.0,58.0,62.0,42.0,57.0,59,62,56,51,68,57,Meio campo
16628,I. Shopane,58,64,325000.0,500.0,24,177,73,5,2,780000.0,73.0,57.0,42.0,61.0,28.0,58.0,50,54,56,68,65,61,Atacante
16631,S. Janneh,58,70,500000.0,5000.0,21,184,69,3,2,1100000.0,75.0,57.0,44.0,60.0,19.0,47.0,53,52,56,57,54,50,Atacante
16632,H. Al Sibyani,58,66,425000.0,5000.0,22,175,70,2,2,808000.0,76.0,23.0,43.0,56.0,52.0,66.0,33,41,49,64,61,63,Zagueiro
16633,A. Long,58,73,450000.0,700.0,20,183,85,3,2,1100000.0,55.0,26.0,43.0,47.0,57.0,65.0,40,50,29,72,55,74,Zagueiro
16634,J. Weir,58,73,475000.0,900.0,19,178,70,3,2,1100000.0,67.0,51.0,58.0,58.0,47.0,54.0,56,51,59,58,55,53,Meio campo
16636,B. Krasniqi,58,75,525000.0,2000.0,20,173,68,3,3,1100000.0,69.0,51.0,58.0,65.0,50.0,56.0,52,56,51,56,70,53,Meio campo
16637,H. Bernat,58,69,375000.0,1000.0,20,192,88,3,1,544000.0,,,,,,,50,40,4,52,27,58,Goleiro
16638,A. Grijalva,58,72,450000.0,5000.0,20,177,78,3,2,1000000.0,54.0,31.0,31.0,37.0,61.0,58.0,29,40,25,70,61,54,Zagueiro
16639,K. Etete,58,78,575000.0,7000.0,19,194,70,2,3,,72.0,62.0,37.0,54.0,17.0,42.0,41,56,57,58,47,43,Atacante
16640,Jo Jin Woo,58,72,475000.0,950.0,21,189,81,3,2,891000.0,52.0,28.0,29.0,33.0,60.0,64.0,27,45,23,61,49,74,Zagueiro
16642,S. Bouzar,58,66,425000.0,900.0,21,184,79,2,2,829000.0,61.0,34.0,46.0,49.0,56.0,62.0,35,45,41,63,57,68,Zagueiro
16643,L. Hetemi,58,67,450000.0,1000.0,21,170,67,3,2,653000.0,65.0,42.0,56.0,64.0,58.0,58.0,53,56,50,59,56,57,Meio campo
16644,J. Tauriainen,58,70,500000.0,650.0,20,173,70,3,2,825000.0,67.0,43.0,57.0,61.0,48.0,64.0,55,39,48,74,73,61,Meio campo
16645,J. Zetterström,58,66,400000.0,850.0,22,197,82,3,1,580000.0,,,,,,,25,36,6,33,17,60,Goleiro
16646,Bruno Bertinato,58,65,350000.0,2000.0,23,194,79,3,1,700000.0,,,,,,,53,23,9,37,21,56,Goleiro
16647,H. Fujii,58,69,425000.0,750.0,20,187,79,3,2,616000.0,63.0,35.0,48.0,51.0,55.0,68.0,37,39,48,66,51,81,Zagueiro
16648,C. Ndaba,58,72,475000.0,1000.0,21,188,82,3,2,,63.0,27.0,46.0,54.0,57.0,66.0,40,52,32,69,61,71,Zagueiro
16649,Guo Wei,58,58,110000.0,1000.0,31,190,77,2,1,171000.0,,,,,,,39,31,8,38,26,58,Goleiro
16650,Ș. Fara,58,68,375000.0,500.0,20,189,77,3,1,581000.0,,,,,,,33,26,6,52,24,58,Goleiro
16651,L. Miller,58,67,425000.0,500.0,20,187,83,3,2,616000.0,61.0,40.0,50.0,56.0,54.0,67.0,47,43,43,79,68,75,Zagueiro
16652,V. Yuel,58,58,230000.0,650.0,26,182,78,3,3,288000.0,89.0,55.0,50.0,60.0,33.0,63.0,51,51,55,56,60,70,Atacante
16654,A. Mehta,58,58,180000.0,600.0,30,178,73,3,2,243000.0,67.0,33.0,46.0,52.0,53.0,71.0,41,43,43,79,78,69,Zagueiro
16655,M. Soosairaj,58,61,250000.0,600.0,26,174,64,3,2,356000.0,79.0,51.0,55.0,58.0,48.0,59.0,54,52,58,48,72,59,Zagueiro
16658,M. Lavinier,58,74,525000.0,7000.0,20,180,70,4,2,1300000.0,59.0,39.0,45.0,51.0,56.0,60.0,40,43,49,61,58,60,Zagueiro
16663,T. Secchi,58,64,250000.0,600.0,24,185,75,2,1,488000.0,,,,,,,27,30,8,56,27,41,Goleiro
16664,W. Al Ahmed,58,68,425000.0,2000.0,22,189,78,2,2,786000.0,67.0,23.0,37.0,41.0,57.0,66.0,35,43,29,78,62,73,Zagueiro
16665,Z. Jeacock,58,72,425000.0,2000.0,20,191,77,3,1,,,,,,,,39,26,6,43,26,48,Goleiro
16666,T. French,58,66,425000.0,500.0,22,186,78,3,2,999000.0,76.0,34.0,44.0,52.0,57.0,67.0,42,52,47,70,64,72,Zagueiro
16667,T. Sinclair,58,71,500000.0,3000.0,20,175,70,3,3,1200000.0,81.0,58.0,53.0,60.0,28.0,53.0,51,50,58,55,63,51,Atacante
16668,O. Hanin,58,65,350000.0,2000.0,23,190,80,4,1,700000.0,,,,,,,44,32,10,30,26,58,Goleiro
16669,R. Bouallak,58,70,450000.0,1000.0,21,190,75,3,1,990000.0,,,,,,,33,39,7,33,28,60,Goleiro
16670,A. Mair,58,75,475000.0,3000.0,20,198,86,3,1,1200000.0,,,,,,,36,36,7,62,26,62,Goleiro
16671,J. Young,58,75,525000.0,5000.0,20,171,64,4,2,1300000.0,62.0,47.0,58.0,61.0,50.0,45.0,56,59,53,58,60,32,Meio campo
16672,B. Voll,58,69,375000.0,950.0,20,195,85,2,1,656000.0,,,,,,,27,29,5,22,21,67,Goleiro
16673,D. Langley,58,75,475000.0,3000.0,20,201,83,3,1,1200000.0,,,,,,,24,23,6,43,27,63,Goleiro
16674,Y. Türk,58,64,325000.0,2000.0,23,181,73,2,2,715000.0,55.0,62.0,44.0,53.0,19.0,52.0,53,47,58,65,59,56,Atacante
16676,I. Mitran,58,73,475000.0,1000.0,19,178,71,2,2,938000.0,68.0,21.0,38.0,40.0,57.0,58.0,19,41,32,57,57,56,Zagueiro
16677,J. Rowe,58,74,500000.0,1000.0,19,175,69,2,2,1200000.0,75.0,43.0,47.0,57.0,54.0,61.0,48,55,48,69,65,59,Zagueiro
16678,N. Zohoré,58,75,500000.0,800.0,20,188,75,2,2,1200000.0,53.0,26.0,32.0,37.0,59.0,68.0,30,43,24,77,67,74,Zagueiro
16679,D. Youfeigane,58,70,450000.0,750.0,21,188,84,2,1,878000.0,,,,,,,19,37,6,36,22,59,Goleiro
16680,P. Koller,58,72,450000.0,950.0,19,186,77,2,2,934000.0,57.0,26.0,38.0,47.0,56.0,64.0,33,39,33,59,50,72,Zagueiro
16681,C. Evans,58,73,450000.0,3000.0,20,182,78,3,2,,61.0,20.0,39.0,50.0,58.0,63.0,28,52,18,64,64,65,Zagueiro
16682,K. Bieszczad,58,71,400000.0,500.0,18,192,82,2,1,790000.0,,,,,,,43,25,4,36,28,59,Goleiro
16683,M. Rodríguez Vejar,58,65,425000.0,1000.0,21,172,68,3,2,659000.0,62.0,58.0,41.0,55.0,23.0,57.0,51,49,54,62,54,68,Atacante
16684,A. Bakhat,58,69,450000.0,750.0,21,180,71,4,2,743000.0,67.0,45.0,60.0,63.0,44.0,52.0,60,56,49,53,53,54,Meio campo
16685,K. Ouattara,58,64,300000.0,700.0,22,174,69,3,2,435000.0,74.0,29.0,39.0,60.0,55.0,52.0,36,45,42,68,60,47,Zagueiro
16686,T. White,58,63,300000.0,2000.0,24,178,74,3,2,548000.0,63.0,53.0,56.0,60.0,53.0,66.0,58,55,45,68,71,63,Meio campo
16687,E. Games,58,72,500000.0,2000.0,20,179,72,3,2,1200000.0,63.0,51.0,56.0,61.0,57.0,57.0,61,47,58,66,52,59,Meio campo
16688,M. Al Hassawi,58,58,100000.0,2000.0,32,186,79,3,1,165000.0,,,,,,,30,40,6,57,26,57,Goleiro
16690,M. Sarıkaya,58,76,500000.0,3000.0,19,182,72,2,2,,62.0,35.0,42.0,53.0,56.0,57.0,34,43,53,61,58,55,Zagueiro
16692,B. Rivera,58,63,275000.0,500.0,24,179,72,2,2,612000.0,65.0,37.0,53.0,51.0,53.0,61.0,38,50,47,51,70,63,Zagueiro
16693,K. Yengi,58,69,450000.0,850.0,22,189,90,4,3,653000.0,86.0,53.0,49.0,61.0,32.0,72.0,51,57,55,66,65,84,Atacante
16694,J. Reckert,58,66,400000.0,550.0,24,188,92,3,1,660000.0,,,,,,,33,31,6,73,30,68,Goleiro
16695,J. Hupe,58,70,450000.0,550.0,21,200,93,3,1,743000.0,,,,,,,31,32,6,41,24,82,Goleiro
16697,M. Papela,58,73,500000.0,3000.0,20,174,70,3,2,1200000.0,65.0,48.0,58.0,61.0,54.0,51.0,55,48,60,66,62,40,Meio campo
16698,F. Duclós,58,64,275000.0,500.0,25,183,76,3,2,646000.0,56.0,31.0,43.0,37.0,57.0,68.0,32,39,40,45,61,77,Zagueiro
16700,K. Harratt,58,76,525000.0,1000.0,19,179,68,3,2,1300000.0,74.0,56.0,38.0,56.0,22.0,54.0,45,44,56,61,63,57,Atacante
